item_id,coverage_id,areaperil_id,vulnerability_id,group_id
2496,2496,871,45,1
2497,2497,871,46,1
2498,2498,871,47,1
2499,2499,871,48,1
2500,2500,871,49,1
2501,2501,89,50,1
2502,2502,871,51,1
2503,2503,265,6,1
2504,2504,695,7,1
2505,2505,695,8,1
2506,2506,265,10,1
2507,2507,265,11,1
2508,2508,265,20,1
2509,2509,695,21,1
2510,2510,733,22,1
2511,2511,265,23,1
2512,2512,695,24,1
2513,2513,733,25,1
2514,2514,733,26,1
2515,2515,695,27,1
2516,2516,733,31,1
2517,2517,265,32,1
2518,2518,695,33,1
2519,2519,733,34,1
2520,2520,265,35,1
2521,2521,265,36,1
2522,2522,733,44,1
2523,2523,265,45,1
2524,2524,265,46,1
2525,2525,265,47,1
2526,2526,265,48,1
2527,2527,265,49,1
2528,2528,695,50,1
2529,2529,265,51,1
2530,2530,546,6,1
2531,2531,723,7,1
2532,2532,546,10,1
2533,2533,546,11,1
2534,2534,546,20,1
2535,2535,723,21,1
2536,2536,58,22,1
2537,2537,546,23,1
2538,2538,723,24,1
2539,2539,58,25,1
2540,2540,58,26,1
2541,2541,723,27,1
2542,2542,58,31,1
2543,2543,546,32,1
2544,2544,723,33,1
2545,2545,58,34,1
2546,2546,546,35,1
2547,2547,546,36,1
2548,2548,58,44,1
2549,2549,546,45,1
2550,2550,546,46,1
2551,2551,546,47,1
2552,2552,546,48,1
2553,2553,546,49,1
2554,2554,723,50,1
2555,2555,546,51,1
2556,2556,1224,6,1
2557,2557,948,7,1
2558,2558,1224,10,1
2559,2559,1224,11,1
2560,2560,1224,20,1
2561,2561,948,21,1
2562,2562,445,22,1
2563,2563,1224,23,1
2564,2564,948,24,1
2565,2565,445,25,1
2566,2566,445,26,1
2567,2567,948,27,1
2568,2568,445,31,1
2569,2569,1224,32,1
2570,2570,948,33,1
2571,2571,445,34,1
2572,2572,1224,35,1
2573,2573,1224,36,1
2574,2574,445,44,1
2575,2575,1224,45,1
2576,2576,1224,46,1
2577,2577,1224,47,1
2578,2578,1224,48,1
2579,2579,1224,49,1
2580,2580,948,50,1
2581,2581,1224,51,1
2582,2582,954,6,1
2583,2583,1218,7,1
2584,2584,1218,8,1
2585,2585,1134,9,1
2586,2586,954,10,1
2587,2587,954,11,1
2588,2588,1218,12,1
2589,2589,1218,13,1
2590,2590,1218,14,1
2591,2591,954,20,1
2592,2592,1218,21,1
2593,2593,938,22,1
2594,2594,954,23,1
2595,2595,1218,24,1
2596,2596,938,25,1
2597,2597,938,26,1
2598,2598,1218,27,1
2599,2599,938,31,1
2600,2600,954,32,1
2601,2601,1218,33,1
2602,2602,938,34,1
2603,2603,954,35,1
2604,2604,954,36,1
2605,2605,938,44,1
2606,2606,954,45,1
2607,2607,954,46,1
2608,2608,954,47,1
2609,2609,954,48,1
2610,2610,954,49,1
2611,2611,1218,50,1
2612,2612,954,51,1
2613,2613,954,52,1
2614,2614,1009,6,1
2615,2615,1146,7,1
2616,2616,1009,10,1
2617,2617,1009,11,1
2618,2618,1009,20,1
2619,2619,1146,21,1
2620,2620,1152,22,1
2621,2621,1009,23,1
2622,2622,1146,24,1
2623,2623,1152,25,1
2624,2624,1152,26,1
2625,2625,1146,27,1
2626,2626,1152,31,1
2627,2627,1009,32,1
2628,2628,1146,33,1
2629,2629,1152,34,1
2630,2630,1009,35,1
2631,2631,1009,36,1
2632,2632,1152,44,1
2633,2633,1009,45,1
2634,2634,1009,46,1
2635,2635,1009,47,1
2636,2636,1009,48,1
2637,2637,1009,49,1
2638,2638,1146,50,1
2639,2639,1009,51,1
2640,2640,1009,52,1
2641,2641,913,6,1
2642,2642,1204,7,1
2643,2643,913,10,1
2644,2644,913,11,1
2645,2645,913,20,1
2646,2646,1204,21,1
2647,2647,286,22,1
2648,2648,913,23,1
2649,2649,1204,24,1
2650,2650,286,25,1
2651,2651,286,26,1
2652,2652,1204,27,1
2653,2653,286,31,1
2654,2654,913,32,1
2655,2655,1204,33,1
2656,2656,286,34,1
2657,2657,913,35,1
2658,2658,913,36,1
2659,2659,286,44,1
2660,2660,913,45,1
2661,2661,913,46,1
2662,2662,913,47,1
2663,2663,913,48,1
2664,2664,913,49,1
2665,2665,1204,50,1
2666,2666,913,51,1
2667,2667,913,52,1
2668,2668,936,6,1
2669,2669,5,7,1
2670,2670,936,10,1
2671,2671,936,11,1
2672,2672,936,20,1
2673,2673,5,21,1
2674,2674,315,22,1
2675,2675,936,23,1
2676,2676,5,24,1
2677,2677,315,25,1
2678,2678,315,26,1
2679,2679,5,27,1
2680,2680,315,31,1
2681,2681,936,32,1
2682,2682,5,33,1
2683,2683,315,34,1
2684,2684,936,35,1
2685,2685,936,36,1
2686,2686,315,44,1
2687,2687,936,45,1
2688,2688,936,46,1
2689,2689,936,47,1
2690,2690,936,48,1
2691,2691,936,49,1
2692,2692,5,50,1
2693,2693,936,51,1
2694,2694,186,6,1
2695,2695,773,7,1
2696,2696,186,10,1
2697,2697,186,11,1
2698,2698,186,20,1
2699,2699,773,21,1
2700,2700,814,22,1
2701,2701,186,23,1
2702,2702,773,24,1
2703,2703,814,25,1
2704,2704,814,26,1
2705,2705,773,27,1
2706,2706,814,31,1
2707,2707,186,32,1
2708,2708,773,33,1
2709,2709,814,34,1
2710,2710,186,35,1
2711,2711,186,36,1
2712,2712,814,44,1
2713,2713,186,45,1
2714,2714,186,46,1
2715,2715,186,47,1
2716,2716,186,48,1
2717,2717,186,49,1
2718,2718,773,50,1
2719,2719,186,51,1
2720,2720,235,6,1
2721,2721,1019,7,1
2722,2722,1019,8,1
2723,2723,235,10,1
2724,2724,235,11,1
2725,2725,235,20,1
2726,2726,1019,21,1
2727,2727,979,22,1
2728,2728,235,23,1
2729,2729,1019,24,1
2730,2730,979,25,1
2731,2731,979,26,1
2732,2732,1019,27,1
2733,2733,979,31,1
2734,2734,235,32,1
2735,2735,1019,33,1
2736,2736,979,34,1
2737,2737,235,35,1
2738,2738,235,36,1
2739,2739,979,44,1
2740,2740,235,45,1
2741,2741,235,46,1
2742,2742,235,47,1
2743,2743,235,48,1
2744,2744,235,49,1
2745,2745,1019,50,1
2746,2746,235,51,1
2747,2747,84,6,1
2748,2748,873,7,1
2749,2749,84,10,1
2750,2750,84,11,1
2751,2751,84,20,1
2752,2752,873,21,1
2753,2753,852,22,1
2754,2754,84,23,1
2755,2755,873,24,1
2756,2756,852,25,1
2757,2757,852,26,1
2758,2758,852,31,1
2759,2759,84,32,1
2760,2760,873,33,1
2761,2761,852,34,1
2762,2762,84,35,1
2763,2763,84,36,1
2764,2764,852,44,1
2765,2765,84,45,1
2766,2766,84,46,1
2767,2767,84,47,1
2768,2768,84,48,1
2769,2769,84,49,1
2770,2770,873,50,1
2771,2771,84,51,1
2772,2772,479,6,1
2773,2773,1150,7,1
2774,2774,479,10,1
2775,2775,479,11,1
2776,2776,479,20,1
2777,2777,1150,21,1
2778,2778,558,22,1
2779,2779,479,23,1
2780,2780,1150,24,1
2781,2781,558,25,1
2782,2782,558,26,1
2783,2783,1150,27,1
2784,2784,558,31,1
2785,2785,479,32,1
2786,2786,1150,33,1
2787,2787,558,34,1
2788,2788,479,35,1
2789,2789,479,36,1
2790,2790,558,44,1
2791,2791,479,45,1
2792,2792,479,46,1
2793,2793,479,47,1
2794,2794,479,48,1
2795,2795,479,49,1
2796,2796,1150,50,1
2797,2797,479,51,1
2798,2798,929,6,1
2799,2799,15,7,1
2800,2800,929,10,1
2801,2801,929,11,1
2802,2802,929,20,1
2803,2803,15,21,1
2804,2804,292,22,1
2805,2805,929,23,1
2806,2806,15,24,1
2807,2807,292,25,1
2808,2808,292,26,1
2809,2809,15,27,1
2810,2810,292,31,1
2811,2811,929,32,1
2812,2812,15,33,1
2813,2813,292,34,1
2814,2814,929,35,1
2815,2815,929,36,1
2816,2816,292,44,1
2817,2817,929,45,1
2818,2818,929,46,1
2819,2819,929,47,1
2820,2820,929,48,1
2821,2821,929,49,1
2822,2822,15,50,1
2823,2823,929,51,1
2824,2824,929,52,1
2825,2825,488,6,1
2826,2826,468,7,1
2827,2827,488,10,1
2828,2828,488,11,1
2829,2829,488,20,1
2830,2830,468,21,1
2831,2831,1083,22,1
2832,2832,488,23,1
2833,2833,468,24,1
2834,2834,1083,25,1
2835,2835,1083,26,1
2836,2836,468,27,1
2837,2837,1083,31,1
2838,2838,488,32,1
2839,2839,468,33,1
2840,2840,1083,34,1
2841,2841,488,35,1
2842,2842,488,36,1
2843,2843,1083,44,1
2844,2844,488,45,1
2845,2845,488,46,1
2846,2846,488,47,1
2847,2847,488,48,1
2848,2848,488,49,1
2849,2849,468,50,1
2850,2850,488,51,1
2851,2851,488,52,1
2852,2852,790,6,1
2853,2853,170,7,1
2854,2854,790,10,1
2855,2855,790,11,1
2856,2856,790,20,1
2857,2857,170,21,1
2858,2858,162,22,1
2859,2859,790,23,1
2860,2860,170,24,1
2861,2861,162,25,1
2862,2862,162,26,1
2863,2863,170,27,1
2864,2864,162,31,1
2865,2865,790,32,1
2866,2866,170,33,1
2867,2867,162,34,1
2868,2868,790,35,1
2869,2869,790,36,1
2870,2870,162,44,1
2871,2871,790,45,1
2872,2872,790,46,1
2873,2873,790,47,1
2874,2874,790,48,1
2875,2875,790,49,1
2876,2876,170,50,1
2877,2877,790,51,1
2878,2878,790,52,1
2879,2879,61,6,1
2880,2880,1176,7,1
2881,2881,1176,8,1
2882,2882,470,9,1
2883,2883,61,10,1
2884,2884,61,11,1
2885,2885,61,20,1
2886,2886,1176,21,1
2887,2887,688,22,1
2888,2888,61,23,1
2889,2889,1176,24,1
2890,2890,688,25,1
2891,2891,688,26,1
2892,2892,1176,27,1
2893,2893,688,31,1
2894,2894,61,32,1
2895,2895,1176,33,1
2896,2896,688,34,1
2897,2897,61,35,1
2898,2898,61,36,1
2899,2899,688,44,1
2900,2900,61,45,1
2901,2901,61,46,1
2902,2902,61,47,1
2903,2903,61,48,1
2904,2904,61,49,1
2905,2905,1176,50,1
2906,2906,61,51,1
2907,2907,769,6,1
2908,2908,503,7,1
2909,2909,769,10,1
2910,2910,769,11,1
2911,2911,769,20,1
2912,2912,503,21,1
2913,2913,771,22,1
2914,2914,769,23,1
2915,2915,503,24,1
2916,2916,771,25,1
2917,2917,771,26,1
2918,2918,503,27,1
2919,2919,771,31,1
2920,2920,769,32,1
2921,2921,503,33,1
2922,2922,771,34,1
2923,2923,769,35,1
2924,2924,769,36,1
2925,2925,771,44,1
2926,2926,769,45,1
2927,2927,769,46,1
2928,2928,769,47,1
2929,2929,769,48,1
2930,2930,769,49,1
2931,2931,503,50,1
2932,2932,769,51,1
2933,2933,769,52,1
2934,2934,458,6,1
2935,2935,500,7,1
2936,2936,458,10,1
2937,2937,458,11,1
2938,2938,458,20,1
2939,2939,500,21,1
2940,2940,457,22,1
2941,2941,458,23,1
2942,2942,500,24,1
2943,2943,457,25,1
2944,2944,457,26,1
2945,2945,500,27,1
2946,2946,457,31,1
2947,2947,458,32,1
2948,2948,500,33,1
2949,2949,457,34,1
2950,2950,458,35,1
2951,2951,458,36,1
2952,2952,457,44,1
2953,2953,458,45,1
2954,2954,458,46,1
2955,2955,458,47,1
2956,2956,458,48,1
2957,2957,458,49,1
2958,2958,500,50,1
2959,2959,458,51,1
2960,2960,458,52,1
2961,2961,134,6,1
2962,2962,1104,7,1
2963,2963,134,10,1
2964,2964,134,11,1
2965,2965,134,20,1
2966,2966,1104,21,1
2967,2967,780,22,1
2968,2968,134,23,1
2969,2969,1104,24,1
2970,2970,780,25,1
2971,2971,780,26,1
2972,2972,1104,27,1
2973,2973,780,31,1
2974,2974,134,32,1
2975,2975,1104,33,1
2976,2976,780,34,1
2977,2977,134,35,1
2978,2978,134,36,1
2979,2979,780,44,1
2980,2980,134,45,1
2981,2981,134,46,1
2982,2982,134,47,1
2983,2983,134,48,1
2984,2984,134,49,1
2985,2985,1104,50,1
2986,2986,134,51,1
2987,2987,745,6,1
2988,2988,218,7,1
2989,2989,218,8,1
2990,2990,745,10,1
2991,2991,745,11,1
2992,2992,745,20,1
2993,2993,218,21,1
2994,2994,775,22,1
2995,2995,745,23,1
2996,2996,218,24,1
2997,2997,775,25,1
2998,2998,775,26,1
2999,2999,218,27,1
3000,3000,775,31,1
3001,3001,745,32,1
3002,3002,218,33,1
3003,3003,775,34,1
3004,3004,745,35,1
3005,3005,745,36,1
3006,3006,775,44,1
3007,3007,745,45,1
3008,3008,745,46,1
3009,3009,745,47,1
3010,3010,745,48,1
3011,3011,745,49,1
3012,3012,218,50,1
3013,3013,745,51,1
3014,3014,745,52,1
3015,3015,671,6,1
3016,3016,285,7,1
3017,3017,671,10,1
3018,3018,671,11,1
3019,3019,671,20,1
3020,3020,285,21,1
3021,3021,518,22,1
3022,3022,671,23,1
3023,3023,285,24,1
3024,3024,518,25,1
3025,3025,518,26,1
3026,3026,285,27,1
3027,3027,518,31,1
3028,3028,671,32,1
3029,3029,285,33,1
3030,3030,518,34,1
3031,3031,671,35,1
3032,3032,671,36,1
3033,3033,518,44,1
3034,3034,671,45,1
3035,3035,671,46,1
3036,3036,671,47,1
3037,3037,671,48,1
3038,3038,671,49,1
3039,3039,285,50,1
3040,3040,671,51,1
3041,3041,530,6,1
3042,3042,738,7,1
3043,3043,530,10,1
3044,3044,530,11,1
3045,3045,530,20,1
3046,3046,738,21,1
3047,3047,39,22,1
3048,3048,530,23,1
3049,3049,738,24,1
3050,3050,39,25,1
3051,3051,39,26,1
3052,3052,39,31,1
3053,3053,530,32,1
3054,3054,738,33,1
3055,3055,39,34,1
3056,3056,530,35,1
3057,3057,530,36,1
3058,3058,39,44,1
3059,3059,530,45,1
3060,3060,530,46,1
3061,3061,530,47,1
3062,3062,530,48,1
3063,3063,530,49,1
3064,3064,738,50,1
3065,3065,530,51,1
3066,3066,647,6,1
3067,3067,939,7,1
3068,3068,939,8,1
3069,3069,806,9,1
3070,3070,647,10,1
3071,3071,647,11,1
3072,3072,939,12,1
3073,3073,939,13,1
3074,3074,939,14,1
3075,3075,647,20,1
3076,3076,939,21,1
3077,3077,653,22,1
3078,3078,647,23,1
3079,3079,939,24,1
3080,3080,653,25,1
3081,3081,653,26,1
3082,3082,939,27,1
3083,3083,653,31,1
3084,3084,647,32,1
3085,3085,939,33,1
3086,3086,653,34,1
3087,3087,647,35,1
3088,3088,647,36,1
3089,3089,653,44,1
3090,3090,647,45,1
3091,3091,647,46,1
3092,3092,647,47,1
3093,3093,647,48,1
3094,3094,647,49,1
3095,3095,939,50,1
3096,3096,647,51,1
3097,3097,647,52,1
3098,3098,602,6,1
3099,3099,663,7,1
3100,3100,602,10,1
3101,3101,602,11,1
3102,3102,602,20,1
3103,3103,663,21,1
3104,3104,619,22,1
3105,3105,602,23,1
3106,3106,663,24,1
3107,3107,619,25,1
3108,3108,619,26,1
3109,3109,663,27,1
3110,3110,619,31,1
3111,3111,602,32,1
3112,3112,663,33,1
3113,3113,619,34,1
3114,3114,602,35,1
3115,3115,602,36,1
3116,3116,619,44,1
3117,3117,602,45,1
3118,3118,602,46,1
3119,3119,602,47,1
3120,3120,602,48,1
3121,3121,602,49,1
3122,3122,663,50,1
3123,3123,602,51,1
3124,3124,314,6,1
3125,3125,642,7,1
3126,3126,314,10,1
3127,3127,314,11,1
3128,3128,314,20,1
3129,3129,642,21,1
3130,3130,917,22,1
3131,3131,314,23,1
3132,3132,642,24,1
3133,3133,917,25,1
3134,3134,917,26,1
3135,3135,642,27,1
3136,3136,917,31,1
3137,3137,314,32,1
3138,3138,642,33,1
3139,3139,917,34,1
3140,3140,314,35,1
3141,3141,314,36,1
3142,3142,917,44,1
3143,3143,314,45,1
3144,3144,314,46,1
3145,3145,314,47,1
3146,3146,314,48,1
3147,3147,314,49,1
3148,3148,642,50,1
3149,3149,314,51,1
3150,3150,1191,6,1
3151,3151,44,7,1
3152,3152,1191,10,1
3153,3153,1191,11,1
3154,3154,1191,20,1
3155,3155,44,21,1
3156,3156,1189,22,1
3157,3157,1191,23,1
3158,3158,44,24,1
3159,3159,1189,25,1
3160,3160,1189,26,1
3161,3161,1189,31,1
3162,3162,1191,32,1
3163,3163,44,33,1
3164,3164,1189,34,1
3165,3165,1191,35,1
3166,3166,1191,36,1
3167,3167,1189,44,1
3168,3168,1191,45,1
3169,3169,1191,46,1
3170,3170,1191,47,1
3171,3171,1191,48,1
3172,3172,1191,49,1
3173,3173,44,50,1
3174,3174,1191,51,1
3175,3175,126,6,1
3176,3176,1121,7,1
3177,3177,1121,8,1
3178,3178,586,9,1
3179,3179,126,10,1
3180,3180,126,11,1
3181,3181,1121,12,1
3182,3182,126,20,1
3183,3183,1121,21,1
3184,3184,904,22,1
3185,3185,126,23,1
3186,3186,1121,24,1
3187,3187,904,25,1
3188,3188,904,26,1
3189,3189,1121,27,1
3190,3190,904,31,1
3191,3191,126,32,1
3192,3192,1121,33,1
3193,3193,904,34,1
3194,3194,126,35,1
3195,3195,126,36,1
3196,3196,904,44,1
3197,3197,126,45,1
3198,3198,126,46,1
3199,3199,126,47,1
3200,3200,126,48,1
3201,3201,126,49,1
3202,3202,1121,50,1
3203,3203,126,51,1
3204,3204,126,52,1
3205,3205,163,6,1
3206,3206,1093,7,1
3207,3207,163,10,1
3208,3208,163,11,1
3209,3209,163,20,1
3210,3210,1093,21,1
3211,3211,808,22,1
3212,3212,163,23,1
3213,3213,1093,24,1
3214,3214,808,25,1
3215,3215,808,26,1
3216,3216,1093,27,1
3217,3217,808,31,1
3218,3218,163,32,1
3219,3219,1093,33,1
3220,3220,808,34,1
3221,3221,163,35,1
3222,3222,163,36,1
3223,3223,808,44,1
3224,3224,163,45,1
3225,3225,163,46,1
3226,3226,163,47,1
3227,3227,163,48,1
3228,3228,163,49,1
3229,3229,1093,50,1
3230,3230,163,51,1
3231,3231,163,52,1
3232,3232,589,6,1
3233,3233,677,7,1
3234,3234,589,10,1
3235,3235,589,11,1
3236,3236,589,20,1
3237,3237,677,21,1
3238,3238,1163,22,1
3239,3239,589,23,1
3240,3240,677,24,1
3241,3241,1163,25,1
3242,3242,1163,26,1
3243,3243,677,27,1
3244,3244,1163,31,1
3245,3245,589,32,1
3246,3246,677,33,1
3247,3247,1163,34,1
3248,3248,589,35,1
3249,3249,589,36,1
3250,3250,1163,44,1
3251,3251,589,45,1
3252,3252,589,46,1
3253,3253,589,47,1
3254,3254,589,48,1
3255,3255,589,49,1
3256,3256,677,50,1
3257,3257,589,51,1
3258,3258,625,6,1
3259,3259,832,7,1
3260,3260,625,10,1
3261,3261,625,11,1
3262,3262,625,20,1
3263,3263,832,21,1
3264,3264,40,22,1
3265,3265,625,23,1
3266,3266,832,24,1
3267,3267,40,25,1
3268,3268,40,26,1
3269,3269,832,27,1
3270,3270,40,31,1
3271,3271,625,32,1
3272,3272,832,33,1
3273,3273,40,34,1
3274,3274,625,35,1
3275,3275,625,36,1
3276,3276,40,44,1
3277,3277,625,45,1
3278,3278,625,46,1
3279,3279,625,47,1
3280,3280,625,48,1
3281,3281,625,49,1
3282,3282,832,50,1
3283,3283,625,51,1
3284,3284,494,6,1
3285,3285,778,7,1
3286,3286,494,10,1
3287,3287,494,11,1
3288,3288,494,20,1
3289,3289,778,21,1
3290,3290,496,22,1
3291,3291,494,23,1
3292,3292,778,24,1
3293,3293,496,25,1
3294,3294,496,26,1
3295,3295,778,27,1
3296,3296,496,31,1
3297,3297,494,32,1
3298,3298,778,33,1
3299,3299,496,34,1
3300,3300,494,35,1
3301,3301,494,36,1
3302,3302,496,44,1
3303,3303,494,45,1
3304,3304,494,46,1
3305,3305,494,47,1
3306,3306,494,48,1
3307,3307,494,49,1
3308,3308,778,50,1
3309,3309,494,51,1
3310,3310,494,52,1
3311,3311,877,6,1
3312,3312,392,7,1
3313,3313,392,8,1
3314,3314,678,9,1
3315,3315,877,10,1
3316,3316,877,11,1
3317,3317,392,12,1
3318,3318,877,20,1
3319,3319,392,21,1
3320,3320,739,22,1
3321,3321,877,23,1
3322,3322,392,24,1
3323,3323,739,25,1
3324,3324,739,26,1
3325,3325,392,27,1
3326,3326,739,31,1
3327,3327,877,32,1
3328,3328,392,33,1
3329,3329,739,34,1
3330,3330,877,35,1
3331,3331,877,36,1
3332,3332,739,44,1
3333,3333,877,45,1
3334,3334,877,46,1
3335,3335,877,47,1
3336,3336,877,48,1
3337,3337,877,49,1
3338,3338,392,50,1
3339,3339,877,51,1
3340,3340,409,6,1
3341,3341,952,7,1
3342,3342,952,8,1
3343,3343,442,9,1
3344,3344,409,10,1
3345,3345,409,11,1
3346,3346,952,12,1
3347,3347,952,13,1
3348,3348,952,14,1
3349,3349,409,20,1
3350,3350,952,21,1
3351,3351,691,22,1
3352,3352,409,23,1
3353,3353,952,24,1
3354,3354,691,25,1
3355,3355,691,26,1
3356,3356,952,27,1
3357,3357,691,31,1
3358,3358,409,32,1
3359,3359,952,33,1
3360,3360,691,34,1
3361,3361,409,35,1
3362,3362,409,36,1
3363,3363,691,44,1
3364,3364,409,45,1
3365,3365,409,46,1
3366,3366,409,47,1
3367,3367,409,48,1
3368,3368,409,49,1
3369,3369,952,50,1
3370,3370,409,51,1
3371,3371,409,52,1
3372,3372,934,6,1
3373,3373,934,10,1
3374,3374,934,20,1
3375,3375,7,21,1
3376,3376,298,22,1
3377,3377,934,23,1
3378,3378,298,25,1
3379,3379,298,26,1
3380,3380,298,31,1
3381,3381,934,32,1
3382,3382,298,34,1
3383,3383,934,35,1
3384,3384,298,44,1
3385,3385,934,45,1
3386,3386,934,46,1
3387,3387,934,47,1
3388,3388,934,48,1
3389,3389,934,49,1
3390,3390,7,50,1
3391,3391,934,51,1
3392,3392,934,52,1
3393,3393,310,6,1
3394,3394,644,7,1
3395,3395,644,8,1
3396,3396,310,10,1
3397,3397,310,11,1
3398,3398,310,20,1
3399,3399,644,21,1
3400,3400,330,22,1
3401,3401,310,23,1
3402,3402,644,24,1
3403,3403,330,25,1
3404,3404,330,26,1
3405,3405,644,27,1
3406,3406,330,31,1
3407,3407,310,32,1
3408,3408,644,33,1
3409,3409,330,34,1
3410,3410,310,35,1
3411,3411,310,36,1
3412,3412,330,44,1
3413,3413,310,45,1
3414,3414,310,46,1
3415,3415,310,47,1
3416,3416,310,48,1
3417,3417,310,49,1
3418,3418,644,50,1
3419,3419,310,51,1
3420,3420,310,52,1
3421,3421,400,6,1
3422,3422,556,7,1
3423,3423,400,10,1
3424,3424,400,11,1
3425,3425,400,20,1
3426,3426,556,21,1
3427,3427,1148,22,1
3428,3428,400,23,1
3429,3429,556,24,1
3430,3430,1148,25,1
3431,3431,1148,26,1
3432,3432,1148,31,1
3433,3433,400,32,1
3434,3434,556,33,1
3435,3435,1148,34,1
3436,3436,400,35,1
3437,3437,400,36,1
3438,3438,1148,44,1
3439,3439,400,45,1
3440,3440,400,46,1
3441,3441,400,47,1
3442,3442,400,48,1
3443,3443,400,49,1
3444,3444,556,50,1
3445,3445,400,51,1
3446,3446,423,6,1
3447,3447,532,7,1
3448,3448,532,8,1
3449,3449,585,9,1
3450,3450,423,10,1
3451,3451,423,11,1
3452,3452,532,12,1
3453,3453,532,13,1
3454,3454,532,14,1
3455,3455,423,20,1
3456,3456,532,21,1
3457,3457,268,22,1
3458,3458,423,23,1
3459,3459,532,24,1
3460,3460,268,25,1
3461,3461,268,26,1
3462,3462,532,27,1
3463,3463,268,31,1
3464,3464,423,32,1
3465,3465,532,33,1
3466,3466,268,34,1
3467,3467,423,35,1
3468,3468,423,36,1
3469,3469,268,44,1
3470,3470,423,45,1
3471,3471,423,46,1
3472,3472,423,47,1
3473,3473,423,48,1
3474,3474,423,49,1
3475,3475,532,50,1
3476,3476,423,51,1
3477,3477,423,52,1
3478,3478,17,6,1
3479,3479,926,7,1
3480,3480,926,8,1
3481,3481,879,9,1
3482,3482,17,10,1
3483,3483,17,11,1
3484,3484,926,12,1
3485,3485,926,13,1
3486,3486,926,14,1
3487,3487,17,20,1
3488,3488,926,21,1
3489,3489,649,22,1
3490,3490,17,23,1
3491,3491,926,24,1
3492,3492,649,25,1
3493,3493,649,26,1
3494,3494,926,27,1
3495,3495,649,31,1
3496,3496,17,32,1
3497,3497,926,33,1
3498,3498,649,34,1
3499,3499,17,35,1
3500,3500,17,36,1
3501,3501,649,44,1
3502,3502,17,45,1
3503,3503,17,46,1
3504,3504,17,47,1
3505,3505,17,48,1
3506,3506,17,49,1
3507,3507,926,50,1
3508,3508,17,51,1
3509,3509,17,52,1
3510,3510,1210,6,1
3511,3511,958,7,1
3512,3512,1210,10,1
3513,3513,1210,11,1
3514,3514,1210,20,1
3515,3515,958,21,1
3516,3516,1209,22,1
3517,3517,1210,23,1
3518,3518,958,24,1
3519,3519,1209,25,1
3520,3520,1209,26,1
3521,3521,958,27,1
3522,3522,1209,31,1
3523,3523,1210,32,1
3524,3524,958,33,1
3525,3525,1209,34,1
3526,3526,1210,35,1
3527,3527,1210,36,1
3528,3528,1209,44,1
3529,3529,1210,45,1
3530,3530,1210,46,1
3531,3531,1210,47,1
3532,3532,1210,48,1
3533,3533,1210,49,1
3534,3534,958,50,1
3535,3535,1210,51,1
3536,3536,661,6,1
3537,3537,296,7,1
3538,3538,661,10,1
3539,3539,661,11,1
3540,3540,661,20,1
3541,3541,296,21,1
3542,3542,643,22,1
3543,3543,661,23,1
3544,3544,296,24,1
3545,3545,643,25,1
3546,3546,643,26,1
3547,3547,296,27,1
3548,3548,643,31,1
3549,3549,661,32,1
3550,3550,296,33,1
3551,3551,643,34,1
3552,3552,661,35,1
3553,3553,661,36,1
3554,3554,643,44,1
3555,3555,661,45,1
3556,3556,661,46,1
3557,3557,661,47,1
3558,3558,661,48,1
3559,3559,661,49,1
3560,3560,296,50,1
3561,3561,661,51,1
3562,3562,661,52,1
3563,3563,933,6,1
3564,3564,9,7,1
3565,3565,933,10,1
3566,3566,933,11,1
3567,3567,933,20,1
3568,3568,9,21,1
3569,3569,332,22,1
3570,3570,933,23,1
3571,3571,9,24,1
3572,3572,332,25,1
3573,3573,332,26,1
3574,3574,9,27,1
3575,3575,332,31,1
3576,3576,933,32,1
3577,3577,9,33,1
3578,3578,332,34,1
3579,3579,933,35,1
3580,3580,933,36,1
3581,3581,332,44,1
3582,3582,933,45,1
3583,3583,933,46,1
3584,3584,933,47,1
3585,3585,933,48,1
3586,3586,933,49,1
3587,3587,9,50,1
3588,3588,933,51,1
3589,3589,977,6,1
3590,3590,603,7,1
3591,3591,977,10,1
3592,3592,977,11,1
3593,3593,977,20,1
3594,3594,603,21,1
3595,3595,352,22,1
3596,3596,977,23,1
3597,3597,603,24,1
3598,3598,352,25,1
3599,3599,352,26,1
3600,3600,603,27,1
3601,3601,352,31,1
3602,3602,977,32,1
3603,3603,603,33,1
3604,3604,352,34,1
3605,3605,977,35,1
3606,3606,977,36,1
3607,3607,352,44,1
3608,3608,977,45,1
3609,3609,977,46,1
3610,3610,977,47,1
3611,3611,977,48,1
3612,3612,977,49,1
3613,3613,603,50,1
3614,3614,977,51,1
3615,3615,977,52,1
3616,3616,511,6,1
3617,3617,759,7,1
3618,3618,759,8,1
3619,3619,70,9,1
3620,3620,511,10,1
3621,3621,511,11,1
3622,3622,759,12,1
3623,3623,759,13,1
3624,3624,759,14,1
3625,3625,511,20,1
3626,3626,759,21,1
3627,3627,513,22,1
3628,3628,511,23,1
3629,3629,759,24,1
3630,3630,513,25,1
3631,3631,513,26,1
3632,3632,759,27,1
3633,3633,513,31,1
3634,3634,511,32,1
3635,3635,759,33,1
3636,3636,513,34,1
3637,3637,511,35,1
3638,3638,511,36,1
3639,3639,513,44,1
3640,3640,511,45,1
3641,3641,511,46,1
3642,3642,511,47,1
3643,3643,511,48,1
3644,3644,511,49,1
3645,3645,759,50,1
3646,3646,511,51,1
